contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-537,Offlinearbete ska bevaras och synkas säkert,"Lokala träningsresultat och andra offlinewrites ska ha stabil identitet, versionskontroll, konfliktmodell och idempotent synkronisering.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-538,Backup ska bevisas genom restore,"Backupstatus får inte betraktas som tillräckligt skydd förrän data, tenantisolering, radering och centrala flöden har verifierats efter återställning.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-539,Restore får inte återaktivera raderad data,"Användarraderingar, revocations och andra skyddstillstånd ska återappliceras och verifieras efter backuprestore.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-540,Incidenter ska klassificeras efter verklig påverkan,"Severity ska ta hänsyn till säkerhet, integritet, data, användare, ekonomi, blast radius och pågående skada — inte endast tekniskt felantal.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-541,Containment ska prioriteras före kosmetisk återställning,"Incidentrespons ska först stoppa fortsatt påverkan, skydda data och begränsa blast radius innan dashboards, automation eller full funktion återställs.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-542,Bevis och projektmaterial ska bevaras,"Loggar, data, branches, worktrees, artefakter och andra incidentbevis får inte raderas eller skrivas över innan påverkan har analyserats och säker kopia verifierats.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-543,Recovery ska vara gradvis och verifierad,"Capabilities, agentsystem, writes och autonomy ska återstartas stegvis efter kontroller, tester och relevant approval.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-544,Incidentkommunikation ska skilja fakta från hypotes,"Intern och extern status får inte presentera osäkra orsaker, estimat eller full recovery som verifierade fakta.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-545,Incident closure ska kräva mer än återställd tjänst,"Aktiv påverkan, data, användarkommunikation, root-cause-status, action items och ansvarig acceptans ska bedömas innan incidenten stängs.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-546,Auto-remediation ska vara begränsad och auditerad,"Automatisk återställning får endast utföra tydligt definierade, testade och säkra steg med stoppregler och utan att skapa bredare mandat.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-547,Agentdrift ska kunna sänka authority,"Försämrad kvalitet, bredare databruk, avvikande tool use eller högre korrigeringsgrad ska kunna pausa capability eller återföra agenten till propose-only.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-548,Operativa skydd ska testas genom realistiska fel,"GainPilot ska regelbundet testa timeout, dependency failure, stale permission, duplicate events, unknown outcome, offlinekonflikt, backuprestore, nödstopp och gradvis återstart.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-549,Drift- och recoveryförändringar ska följa full governance,"Alerts, SLO, retries, runbooks, auto-remediation, backup, restore, incidentflöden och recoveryautomation ska ändras genom separat branch, feltester, review, shadow mode, canary och verifierad utrullning.",27,"Drift, observability, incidenter och återhämtning",27.354 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-550,Krisläge ska vara ett explicit operating mode,"GainPilot ska tekniskt kunna växla mellan normal, degraded, incident, crisis, disaster, recovery och verifying med definierade effekter på capabilities, authority, data, budget och automation.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-551,Kris ska skiljas från vanlig incident,"Krisläge ska endast användas när påverkan, osäkerheten, koordinationsbehovet eller systemrisken överstiger ordinarie incidenthanteringsförmåga.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-552,Nödbromsen ska vara granulär,"Systemet ska kunna stoppa operation, capability, agent, användare, tenant, projekt, integration, writeplan eller hela Omnira utan att säkra funktioner försvinner i onödan.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-553,Minsta tillräckliga stopp ska prioriteras,Containment ska begränsa fortsatt skada med minsta möjliga blast radius och samtidigt bevara säkra kärnfunktioner.,28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-554,Kritisk nödbroms ska kunna aktiveras snabbt,"Verifierad omedelbar risk ska kunna stoppas av särskilt behörig aktör innan full normal approvalkedja är klar, med omedelbar audit och eftergranskning.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-555,Nödbromsens verkliga effekt ska verifieras,"Ett UI-tillstånd eller skickat stoppkommando får inte betraktas som tillräckligt; alla relevanta tjänster, workers, tokens, köer och enheter ska kontrolleras.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-556,Krisläge ska normalt minska autonomi,"Atlas, Arnold och andra agenter ska inte få bredare authority genom krisdeklaration; execution, delegation, dataåtkomst och budget ska normalt begränsas.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-557,Safe mode ska bevara säkra kärnfunktioner,"Användaren ska där möjligt kunna läsa verifierad plan, logga lokalt, se status och behålla kontroll utan nya osäkra agent- eller molnwrites.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-558,Kontinuitet ska definieras per capability,"GainPilot ska ha en prioriterad lista över kritiska, viktiga och pausbara capabilities samt definierad minsta verksamhetsnivå.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,operations,v1.0,Canonical Review Candidate
GP-559,Krisledning ska ha tydliga roller och beslutsmandat,"Krisledare, teknisk ledare, säkerhets-/integritetsansvarig, domänansvarig, kontinuitetsansvarig och kommunikationsansvarig ska ha tydliga och separerade uppgifter.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-560,Lägesbilden ska skilja fakta från hypotes,"Verifierade fakta, osäkerheter, antaganden, beslut och åtgärder ska presenteras separat och tidsstämplat.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-561,Data och bevis ska bevaras före reparation,"Krisrespons får inte radera, skriva över eller förändra relevanta loggar, lagringsmedia, branches, data eller artefakter innan påverkan och bevarandebehov har bedömts.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-562,Krisaccess ska vara minimerad och ärendebunden,"Krisläge får inte automatiskt ge agenter, support eller utvecklare obegränsad åtkomst till produktionsdata, secrets eller privata användardomäner.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-563,Krisbudgeten ska vara begränsad,"Akut behov får möjliggöra särskild spend men budgeten ska vara tids-, belopps-, leverantörs- och krisbunden.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-564,Kommunikation ska vara samordnad och sann,"Arnold, Atlas, support, status page och direkt användarinformation ska bygga på samma verifierade lägesbild och får inte presentera osäker orsak eller recovery som faktum.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-565,Recovery ska återställa kontroll före automation,"Identitet, tenantisolering, dataintegritet, permissions och manuella kärnflöden ska verifieras före agentwrites och högre autonomi.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-566,Backlog får inte återspelas blint,"Köade writes, approvals, workflows och användarintentioner ska omprövas för relevans, expiry, idempotens och aktuell kontext efter kris.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-567,Normal mode ska kräva explicit beslut,"Gröna metrics eller återställd tjänst får inte automatiskt återställa full automation, authority, dataåtkomst eller normal drift.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-568,Krisavslut ska ha verifierbara kriterier,"Fortsatt skada, identitet, isolering, data, capabilities, authority, kommunikation och kvarvarande risk ska bedömas innan krisläge avslutas.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-569,Efterkrisövervakning ska kunna förstärkas,"GainPilot ska kunna behålla lägre autonomi, tätare observability och striktare review under en tidsbegränsad stabiliseringsperiod.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-570,Krisförmågan ska övas,"Nödbroms, safe mode, reservroller, leverantörsbortfall, komprometterad identitet, dataförlust, agentkontroll och gradvis återstart ska testas regelbundet.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-571,Grundar- och leverantörsberoenden ska ha reservplan,"GainPilot får inte vara helt beroende av en enda person, enhet, leverantör, region eller åtkomstväg för att kunna stoppa, bevara och återställa systemet.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-572,Atlas får stödja men inte ensam äga krisen,"Atlas ska kunna sammanställa och rekommendera men får inte ensam ge sig systemmandat, deklarera avslut eller återställa full authority.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-573,Krissystemet ska utvecklas genom full governance,"Operating modes, nödbromsar, safe mode, reservaccess, krisbudget, kommunikation och recovery ska ändras genom separat branch, negativa tester, övningar, review, shadow mode och kontrollerad utrullning.",28,"Krisläge, nödbroms och verksamhetskontinuitet",28.232 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-574,Kommersiellt värde ska bygga på användarnytta,"GainPilot ska monetiseras genom tydlig struktur, intelligens, anpassning och långsiktigt stöd — inte genom kroppsskam, rädsla, skuld eller artificiellt beroende.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-575,Säkerhet och användarkontroll får inte premiumlåsas,"Grundläggande dataskydd, permissions, approvals, nödstopp, export och säker inloggning ska vara tillgängliga oavsett kommersiell plan.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-576,Erbjudanden ska vara versionshanterade,"Pris, capabilities, usagegränser, support, automation och villkor ska kopplas till en explicit erbjudandeversion.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,commercial,v1.0,Canonical Review Candidate
GP-577,Paketering ska följa sammanhängande värde,GainPilot får inte skapa godtyckliga begränsningar eller separata betalväggar som gör ett grundläggande användarflöde ofullständigt eller vilseledande.,29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,commercial,v1.0,Canonical Review Candidate
GP-578,Pris och debitering ska vara transparenta,"Totalpris, valuta, skatt, period, förnyelse, rabatt, usage och uppsägning ska vara tydliga före köp.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,commercial,v1.0,Canonical Review Candidate
GP-579,Provperiod får inte skapa dold betalning,"Startdatum, första debitering, belopp och avbrytande ska visas tydligt, och användaren ska kunna få påminnelse före betalning.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-580,Betalning får inte skapa större agentauthority,Kommersiell entitlement och användarens permission- och autonomival ska förbli separata kontrollsystem.,29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-581,Uppsägning och nedgradering ska vara rättvisa,"Det ska vara enkelt att avsluta, pausa eller sänka plan, och användarens data, export och säkerhetskontroll får inte användas som påtryckningsmedel.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,security,v1.0,Canonical Review Candidate
GP-582,Usage-baserad kostnad ska ha tak och förklaring,"Variabel kostnad ska vara mätbar, förhandsvisad, spårbar och begränsad genom användar- eller organisationskontroller.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-583,Individdata får inte säljas,"GainPilot får inte sälja individuell tränings-, kost-, hälso-, beteende- eller kommunikationsdata till annonsörer, partners eller andra externa parter.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-584,Kommersiell personalisering ska vara minimerad,"Känsliga signaler, kroppsmissnöje, låg motivation eller missade mål får inte användas för manipulerande försäljning eller individuell prisökning.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-585,Sponsring och ekonomiska relationer ska märkas,"Arnold och andra GainPilot-ytor ska tydligt skilja neutral vägledning från sponsring, affiliate, marketplaceinnehåll och GainPilots egna erbjudanden.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-586,"Abonnemang, entitlement och permission ska separeras","Billingstatus ska avgöra kommersiell tillgång, medan identity, permission, risk och approval fortsatt ska avgöra om en handling får genomföras.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-587,Betalningshändelser ska vara idempotenta,"Checkout, renewal, upgrade, refund, credits och betalningswebhooks ska tåla dubbletter, fel ordning, retries och unknown outcome utan dubbel debitering.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,commercial,v1.0,Canonical Review Candidate
GP-588,Data får inte hållas som gisslan vid betalningsproblem,"Användaren ska kunna kontrollera integritet, exportera data, förstå sin betalningsstatus och avsluta tjänsten även när betalning misslyckats.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-589,AI-kostnad ska mätas per capability och värde,"GainPilot ska kunna koppla modell-, infrastruktur- och supportkostnad till användarsegment, plan och verkliga värdehändelser.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-590,Kostnadsoptimering får inte försvaga kvalitet eller säkerhet,"Billigare modell, kortare kontext eller färre kontroller får endast användas när domänkorrekthet, användarvärde och säkerhetsnivå kan bevaras.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-591,Unit economics ska redovisa osäkerhet,"Tidiga marginal-, LTV-, CAC- och paybackberäkningar ska visa antaganden, dataperiod, segment och osäkerhet.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-592,Tillväxt ska ske efter produkt- och ekonomibevis,"GainPilot ska inte skala annonsering, organisation eller infrastruktur aggressivt innan erbjudande, retention, supportförmåga och unit economics är tillräckligt förstådda.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-593,Skalbarhet ska omfatta fler dimensioner än teknik,"Användare, ekonomi, support, språk, länder, träningsmål, data, agentsystem, organisation och governance ska skalas tillsammans.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-594,Gemensam plattform ska kombineras med projektisolering,"GainPilot ska återanvända Omniras identitet, Atlas, Hermes, billing, observability och governance utan att blanda användardata, ekonomi eller permissions med andra projekt.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-595,Organisationer får inte köpa obegränsad individåtkomst,"B2B-, gym-, coach- och företagsplaner ska använda minimerad och ändamålsbegränsad data samt individuella permissions.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-596,Kommersiella experiment ska ha guardrails,"Pris-, plan-, kampanj- och usageexperiment ska bedömas genom konvertering, retention, support, refunds, marginal, säkerhet och förtroende.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-597,Kommersiell status ska vara tekniskt verifierbar,"Marknadsföring, erbjudandeversion, checkout, billing och faktisk entitlement ska överensstämma och drift ska upptäckas.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-598,Kommersiella incidenter ska korrigeras öppet,"Fel pris, dubbel debitering, fel entitlement eller missvisande villkor ska stoppas, kompenseras, kommuniceras och eftergranskas.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-599,Atlas får analysera men inte ensamt besluta kommersiellt,"Atlas ska kunna skapa prognoser och rekommendationer men får inte själv ändra pris, villkor, kampanj, budget eller marknadsexpansion.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-600,Kommersiell utveckling ska följa full governance,"Priser, planer, billing, entitlements, usage, rabatter, marketplace och kommersiell AI-logik ska ändras genom separat branch, tester, review, shadow billing, pilot, canary och cohortuppföljning.",29,Kommersiella modeller och skalbarhet,29.396 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-601,Juridik och etik ska genomdrivas i produkten,"GainPilot får inte förlita sig enbart på villkor eller friskrivningar; professionella gränser, dataskydd, konsumentskydd och riskkontroller ska påverka faktisk capability-execution.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-602,Bedömning ska ske per capability och marknad,"Juridisk klassificering, användarkrav och kontrollnivå ska knytas till funktionens avsedda syfte, verkliga beteende, målgrupp och jurisdiktion.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-603,Marknadsföring och funktion ska beskriva samma produkt,"GainPilot får inte marknadsföra medicinsk, diagnostisk eller garanterad effekt samtidigt som villkoren beskriver tjänsten som allmän information.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-604,Arnold får inte utge sig för att vara legitimerad vårdpersonal,"Agentens identitet, roll, kompetensgräns och AI-natur ska vara tydliga för användaren.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-605,Risksignal är inte diagnos,GainPilot får identifiera signaler och rekommendera professionell eller akut hjälp men får inte presentera osäker inferens som medicinsk diagnos.,30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-606,Akut risk ska begränsa berörd automation,"Vid relevanta högrisksignaler ska GainPilot kunna stoppa belastningsökning, programaktivering eller annan osäker execution och ge ett säkert eskaleringssvar.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-607,Professionell hänvisning ska vara proportionerlig,"GainPilot ska skilja normal variation, observationsbehov, snar professionell bedömning och möjlig akut situation utan vare sig falsk trygghet eller systematisk alarmism.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-608,GainPilot får inte förstärka skadligt beteende,"Produkten ska motverka kroppsskam, tvångsmässig träning, extremt energiunderskott, kompensatoriskt beteende och moralisering av mat, vila eller missade pass.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-609,Användarens självbestämmande ska stärkas,Arnold ska förklara och stödja användarens egen förståelse och får inte utformas för emotionellt eller funktionellt beroende.,30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-610,Ansvar ska ha namngivna ägare,"Varje betydelsefull capability ska ha produkt-, domän-, teknik-, säkerhets-, compliance- och incidentansvar där detta är relevant.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,security,v1.0,Canonical Review Candidate
GP-611,Agenten är inte en självständig ansvarsbärare,"Automatiserade beslut och handlingar ska alltid kunna kopplas till en mänskligt eller organisatoriskt ägd policy, capability och kontrollkedja.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-612,Betydelsefulla beslut ska kunna förklaras och överprövas,"Användaren ska kunna förstå relevant datagrund, invända, korrigera och få mänsklig hantering när beslutets påverkan kräver det.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-613,Personuppgifter ska behandlas ändamålsbegränsat,"Data insamlad för träning, kost, säkerhet eller support får inte automatiskt återanvändas för försäljning, forskning, modellträning eller externa bedömningar.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-614,Känsliga uppgifter ska ha förstärkt skydd,"Hälsorelaterade signaler, kroppsmått, smärta, menstruation, medicinering och psykiskt relaterad information ska få striktare access, retention, delning och audit.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-615,Samtycke ska vara specifikt och återkalleligt,Samtycke får inte bundlas med onödig behandling eller användas som universell rättslig grund.,30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-616,Dataskyddsrättigheter ska vara operativt genomförbara,"Tillgång, rättelse, radering, begränsning, portabilitet och invändning ska stödjas genom verifierbara workflows och inte endast beskrivas i policy.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-617,Externa datamottagare ska vara kända och styrda,"Modellleverantörer, molntjänster, betalningsleverantörer och andra biträden ska ha dokumenterat syfte, data scope, avtal, underleverantörer och exitmodell.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-618,AI-användning ska vara transparent och capabilityvaliderad,"Det ska vara tydligt när AI används, vilken roll den har och att modellleverantörens generella säkerhet inte ersätter GainPilots egen validering.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-619,Bias och kvalitetsgap ska mätas och åtgärdas,"GainPilot ska analysera om funktioner systematiskt fungerar sämre eller osäkrare för relevanta grupper, språk, kroppar eller funktionsförutsättningar.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-620,Tillgänglighet ska vara ett grundkrav,"Säkerhet, betalning, approvals, träningsinformation och användarkontroll ska vara möjliga att använda med relevanta hjälpmedel och alternativa presentationer.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-621,Minderåriga kräver separat produktmodell,"GainPilot får inte behandla minderåriga som vanliga vuxenanvändare utan särskild ålders-, integritets-, innehålls-, kommersiell och vårdnadshavargovernance.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-622,Immaterialrätt och innehållsprovenance ska verifieras,"Kod, övningsmedia, program, text, AI-material och användaruppladdningar ska ha känd rättighet eller tydligt tillåtet användningsscope.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-623,Marknadsföring ska vara styrkbar och icke-manipulativ,"Resultatpåståenden, testimonials, före- och eftermaterial, sponsring och affiliateinnehåll ska vara sanningsenliga, tydligt märkta och etiskt granskade.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-624,Policy och systembeteende ska överensstämma,"Skillnad mellan villkor, integritetspolicy, marknadsföring, teknisk databehandling och faktisk capability ska upptäckas och hanteras som avvikelse eller incident.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,privacy,v1.0,Canonical Review Candidate
GP-625,Efterlevnad ska stödjas av evidens,"Varje betydelsefull kontroll ska kunna kopplas till ägare, implementation, test, review, version och faktisk evidens.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-626,Atlas får analysera men inte slutligt avgöra juridik,"Atlas ska kunna bevaka, sammanställa och rekommendera men rättslig klassificering, riskacceptans och högrisklansering ska ägas av behörig människa eller organisation.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-627,Regulatoriska förändringar ska hanteras kontrollerat,"Ny lag, vägledning eller standard ska skapa analys och beslutsärende, inte automatisk produkt- eller policyändring.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-628,Högriskcapabilities och nya marknader ska ha gates,"Lansering ska kunna blockeras när avsett syfte, klassificering, avtal, kontroller, användarinformation eller ansvar ännu inte är tillräckligt verifierade.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-629,Complianceundantag ska vara tidsbegränsade,"Ett undantag ska ha scope, ägare, risk, kompensationskontroll, expiry och explicit omprövning.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-630,Juridisk och etisk utveckling ska följa full governance,"Ändringar av professionella gränser, databehandling, AI-transparens, marknadsföring, konsumentflöden och compliancekontroller ska ske genom separat branch, tester, kvalificerad review, pilot och verifierad lansering.",30,"Juridik, etik, ansvar och regulatorisk beredskap",30.206 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
