contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-32-122,Privacy- och Accessytan,Användaren SKA kunna återkalla grants.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.35 Privacy- och Accessytan,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-123,Privacy- och Accessytan,Revocation SKA visa konsekvenser och enforcementstatus.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.35 Privacy- och Accessytan,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-124,Permission requests,Permission request SKA ange varför den behövs nu.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.36 Permission requests,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-125,Permission requests,Broad permission FÅR INTE begäras enbart för hypotetisk framtida användning.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.36 Permission requests,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-126,Permission requests,Nekad permission FÅR INTE återaktiveras genom update eller fallback.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.36 Permission requests,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-127,Permission requests,OS-permission och Omnira-capability grant SKA skiljas.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.36 Permission requests,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-128,Activity- och Auditview,Activity view SKA använda begripligt språk.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.37 Activity- och Auditview,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-129,Activity- och Auditview,"Activity view SKA kunna filtreras per project, account, node, provider och date.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.37 Activity- och Auditview,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-130,Activity- och Auditview,Automatiska external effects FÅR INTE döljas.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.37 Activity- och Auditview,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-131,Activity- och Auditview,Användaren SKA kunna öppna explanation och evidence summary.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.37 Activity- och Auditview,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-132,Incident- och Recoveryytan,"Incident view SKA skilja confirmed, likely och unknown impact.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.38 Incident- och Recoveryytan,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-133,Incident- och Recoveryytan,Incident view FÅR INTE överbelasta användaren med råa logs som primär kommunikation.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.38 Incident- och Recoveryytan,FÅR INTE,communication,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-134,Incident- och Recoveryytan,Emergency stop SKA vara lättillgängligt men skyddat mot oavsiktlig aktivering.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.38 Incident- och Recoveryytan,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-135,Incident- och Recoveryytan,"Recovery status SKA skilja stopped, contained, restoring, verifying och recovered.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.38 Incident- och Recoveryytan,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-136,Emergency-stop experience,User-initiated stop SKA ge omedelbar local acknowledgement.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.39 Emergency-stop experience,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-137,Emergency-stop experience,UI SKA därefter visa enforcement progress per scope.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.39 Emergency-stop experience,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-138,Emergency-stop experience,“Stoppat” FÅR INTE visas som full enforcement om nodes eller providers fortfarande är unknown.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.39 Emergency-stop experience,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-139,Emergency-stop experience,Clearance SKA vara separat från activation och kräva rätt authority.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.39 Emergency-stop experience,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-140,Settings and Governance,Settings SKA skilja convenience preferences från canonical governance.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.40 Settings and Governance,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-141,Settings and Governance,Preference FÅR INTE upphäva absolute prohibition.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.40 Settings and Governance,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-142,Settings and Governance,High-risk setting SKA kräva explanation och confirmation.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.40 Settings and Governance,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-143,Settings and Governance,Ändring SKA vara versionerad och auditbar där materiell.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.40 Settings and Governance,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-144,Progressive disclosure,Progressive disclosure SKA bevara materiell risk i första decision layer.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.41 Progressive disclosure,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-145,Progressive disclosure,"Cost, external recipient, data-egress, wrong-account-risk och irreversibility FÅR INTE döljas bakom oväntad fördjupning.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.41 Progressive disclosure,FÅR INTE,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-146,Progressive disclosure,Technical detail SKA finnas tillgänglig för granskning.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.41 Progressive disclosure,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-147,Risk-adaptive UX,UX-friktion SKA öka proportionerligt till risk och irreversibility.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.42 Risk-adaptive UX,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-148,Risk-adaptive UX,Låg-riskaction BÖR kunna genomföras snabbt.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.42 Risk-adaptive UX,BÖR,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-149,Risk-adaptive UX,"Högriskaction SKA kräva tydligare review, identity och confirmation.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.42 Risk-adaptive UX,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-150,Risk-adaptive UX,Systemet FÅR INTE använda maximal friktion för allt och därigenom skapa confirmation blindness.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.42 Risk-adaptive UX,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-151,Confirmation design,"Confirmation SKA beskriva konsekvens, inte endast actionverb.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.43 Confirmation design,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-152,Confirmation design,"“Radera” SKA skilja trash, archive, logical deletion och permanent deletion.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.43 Confirmation design,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-153,Confirmation design,“Skicka” SKA visa account och recipient.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.43 Confirmation design,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-154,Confirmation design,"“Publicera” SKA visa project, channel och contentversion.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.43 Confirmation design,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-155,Röstupplevelse,Röstinput SKA ha explicit listening state.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.44 Röstupplevelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-156,Röstupplevelse,Passiv kontinuerlig lyssning FÅR INTE vara default.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.44 Röstupplevelse,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-157,Röstupplevelse,Röstcommand SKA återge förstådd intent före högriskaction.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.44 Röstupplevelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-158,Röstupplevelse,Röstdata SKA raderas efter task när retention inte uttryckligen krävs.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.44 Röstupplevelse,SKA,memory,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-159,Röstupplevelse,Röstconfirmation FÅR INTE användas för highly sensitive action när omgivningsidentity är otillräcklig.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.44 Röstupplevelse,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-160,Röst i bil eller rörelse,Driving mode SKA minimera visual och cognitive load.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.45 Röst i bil eller rörelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-161,Röst i bil eller rörelse,Högriskactions SKA vänta tills användaren inte kör.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.45 Röst i bil eller rörelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-162,Röst i bil eller rörelse,Motorcycle- eller high-attention-mode SKA skjuta upp all icke-kritisk interaction.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.45 Röst i bil eller rörelse,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-163,Röst i bil eller rörelse,Emergency notification FÅR bryta väntan endast när säkerhetsnyttan motiverar det.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.45 Röst i bil eller rörelse,FÅR,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-164,Widgets och shortcuts,Widget SKA minimera känslig information.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.46 Widgets och shortcuts,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-165,Widgets och shortcuts,Quick action SKA ha idempotency och current-state-check.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.46 Widgets och shortcuts,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-166,Widgets och shortcuts,Widget FÅR INTE ge broad high-risk execution utan full context.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.46 Widgets och shortcuts,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-167,Lock-screen privacy,Lock screen SKA visa minsta nödvändiga information.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.47 Lock-screen privacy,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-168,Lock-screen privacy,"Private messages, child-related content, financial detail, location och credential state SKA döljas som standard.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.47 Lock-screen privacy,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-169,Lock-screen privacy,Användaren SKA kunna konfigurera previewnivå.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.47 Lock-screen privacy,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-170,Lock-screen privacy,Emergencyinformation SKA kunna visas utan att avslöja onödigt privat innehåll.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.47 Lock-screen privacy,SKA,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-171,Accessibility,Accessibility SKA vara en blockerande kvalitetsdimension.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.48 Accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-172,Accessibility,Status FÅR INTE kommuniceras endast genom färg.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.48 Accessibility,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-173,Accessibility,Approval och emergency stop SKA vara användbara med assistive technology.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.48 Accessibility,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-174,Accessibility,Critical text SKA förbli begriplig vid förstoring.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.48 Accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-175,Cognitive accessibility,UX SKA minimera onödig simultan information.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.49 Cognitive accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-176,Cognitive accessibility,Kritiska beslut SKA presenteras i tydlig ordning.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.49 Cognitive accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-177,Cognitive accessibility,"Systemet SKA undvika dubbelnegationer, vaga warnings och teknisk jargong.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.49 Cognitive accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-178,Cognitive accessibility,Progress och waiting states SKA vara tydliga.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.49 Cognitive accessibility,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-179,Language and localization,Omnira SKA stödja konsekvent språk per user preference.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.50 Language and localization,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-180,Language and localization,Systemet FÅR INTE byta språk mitt i critical workflow utan user choice.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.50 Language and localization,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-181,Language and localization,"Dates, times, currency och number formats SKA följa user locale där appropriate.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.50 Language and localization,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-182,Language and localization,Canonical technical IDs SKA bevaras oberoende av översättning.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.50 Language and localization,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-183,Onboarding,Onboarding SKA vara stegvis och capabilitydriven.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.51 Onboarding,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-184,Onboarding,Systemet FÅR INTE begära alla permissions vid första start utan current need.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.51 Onboarding,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-185,Onboarding,Onboarding SKA börja med låg authority.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.51 Onboarding,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-186,Onboarding,Varje ny high-impact capability SKA ha egen onboarding eller explanation.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.51 Onboarding,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-187,Device enrollment,"Device enrollment SKA verifiera identity, trust, role och recovery path.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.52 Device enrollment,SKA,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-188,Device enrollment,Enrollment SKA visa vilken data och vilka capabilities noden får.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.52 Device enrollment,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-189,Device enrollment,QR-baserad enrollment FÅR användas men SKA skyddas mot replay och wrong-tenant binding.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.52 Device enrollment,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-190,Device enrollment,Enrollment FÅR INTE automatiskt ge full admin eller secret replication.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.52 Device enrollment,FÅR INTE,security,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-191,Provider onboarding,"Provider onboarding SKA visa data, region, rights, cost och allowed projects.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.53 Provider onboarding,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-192,Provider onboarding,Providercredential SKA scope:as och vaultlagras.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.53 Provider onboarding,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-193,Provider onboarding,Connection success FÅR INTE innebära att provider är godkänd för alla capabilities.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.53 Provider onboarding,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-194,Daglig drift,Daily operations SKA bygga på canonical och freshnessmärkt state.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.54 Daglig drift,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-195,Daglig drift,Normal maintenance SKA ske med minimal userinterruption.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.54 Daglig drift,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-196,Daglig drift,Material deviation SKA eskaleras proportionerligt.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.54 Daglig drift,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-197,Morgonstart,Morning brief SKA skilja verifierat overnight work från unverified work.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.55 Morgonstart,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-198,Morgonstart,Atlas FÅR INTE markera workflow complete om verification väntar.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.55 Morgonstart,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-199,Under dagen,Atlas SKA gruppera requests och undvika att avbryta för varje låg-riskevent.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.56 Under dagen,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-200,Under dagen,Tidskritisk approval SKA visa deadline och consequence of no action.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.56 Under dagen,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-201,Under dagen,Användaren SKA kunna skjuta upp icke-kritiska decisions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.56 Under dagen,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-202,Dagens slut,End-of-day summary SKA redovisa unknown outcomes.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.57 Dagens slut,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-203,Dagens slut,Summary FÅR INTE räkna proposals som completed work.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.57 Dagens slut,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-204,Degraded daily operation,Degraded mode SKA vara tydligt men inte alarmistiskt.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.58 Degraded daily operation,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-205,Degraded daily operation,"Systemet FÅR INTE dölja changed provider, region eller verification level.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.58 Degraded daily operation,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-206,Degraded daily operation,Användaren SKA kunna välja att vänta i stället för osäker fallback.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.58 Degraded daily operation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-207,Offline daily operation,"Offline UI SKA skilja local, pending och canonical state.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.59 Offline daily operation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-208,Offline daily operation,Queued external action SKA kunna granskas eller avbrytas före reconnect execution.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.59 Offline daily operation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-209,Offline daily operation,Offline success FÅR INTE presenteras som external verified success.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.59 Offline daily operation,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-210,Offline daily operation,Reconnect SKA visa conflicts och rejected commands begripligt.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.59 Offline daily operation,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-211,Incidentdrift,Incident mode SKA reducera icke-nödvändiga actions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.60 Incidentdrift,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-212,Incidentdrift,"Critical incident SKA visa affected projects, accounts och providers.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.60 Incidentdrift,SKA,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-213,Incidentdrift,Systemet FÅR INTE använda vanliga successanimationer under unresolved recovery.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.60 Incidentdrift,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-214,Recoverydrift,"Recovery UI SKA skilja restore, rollback, repair och compensation.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.61 Recoverydrift,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-215,Recoverydrift,“Återställd” FÅR INTE visas innan verification.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.61 Recoverydrift,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-216,Recoverydrift,Manual steps SKA ha exact instructions och stop conditions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.61 Recoverydrift,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-217,Organisationer och framtida multi-tenant-UX,Tenant UX SKA bevara tydlig tenantidentity.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.62 Organisationer och framtida multi-tenant-UX,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-218,Organisationer och framtida multi-tenant-UX,User SKA kunna se när en policy kommer från tenant och när den kommer från Omnira global governance.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.62 Organisationer och framtida multi-tenant-UX,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-219,Organisationer och framtida multi-tenant-UX,Tenantadmin FÅR INTE få private personal content genom generell adminyta.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.62 Organisationer och framtida multi-tenant-UX,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-220,Organisationer och framtida multi-tenant-UX,Managed work profile SKA vara separerat från personal profile.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.62 Organisationer och framtida multi-tenant-UX,SKA,data,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-221,Role-adaptive UX,UI SKA anpassas efter role utan att dölja relevanta restrictions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.63 Role-adaptive UX,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-222,Role-adaptive UX,"Operator, approver, admin, auditor och owner SKA se olika handlingar men samma canonical truth.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.63 Role-adaptive UX,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-223,Role-adaptive UX,Role switch SKA vara explicit och auditbar.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.63 Role-adaptive UX,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-224,Canonical implementation contract,Bokens requirements SKA behandlas som canonical governance requirements.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.64 Canonical implementation contract,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-225,Canonical implementation contract,"Implementation SKA kunna länka artifacts, code, schemas, policies, tests och UX till requirement IDs.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.64 Canonical implementation contract,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-226,Canonical implementation contract,Implementation FÅR INTE påstå compliance genom generell beskrivning utan evidence.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.64 Canonical implementation contract,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-227,Canonical implementation contract,Motstridighet mellan implementation och canonical book SKA hanteras som implementation gap eller formell amendment.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.64 Canonical implementation contract,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-228,Requirement traceability,Requirement register SKA vara versionerat.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.65 Requirement traceability,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-229,Requirement traceability,Varje blockerande requirement SKA ha implementation- och teststatus.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.65 Requirement traceability,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-230,Requirement traceability,Requirement FÅR INTE markeras implemented enbart för att UI eller placeholder finns.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.65 Requirement traceability,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-231,Requirement traceability,"Requirement utan implementation SKA vara explicit not implemented, deferred eller not applicable med reason.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.65 Requirement traceability,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-232,Requirement statuses,Requirement status SKA vara explicit.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.66 Requirement statuses,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-233,Requirement statuses,Implemented FÅR INTE användas utan definierade postconditions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.66 Requirement statuses,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-234,Requirement statuses,Verified SKA kräva evidence.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.66 Requirement statuses,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-235,Requirement statuses,Not applicable SKA ha scope och rationale.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.66 Requirement statuses,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-236,Implementation artifact classes,Requirement mapping SKA kunna referera flera artifact classes.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.67 Implementation artifact classes,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-237,Implementation artifact classes,"Prompttext FÅR INTE räknas som enda implementation av security, privacy, identity, authority eller deletionkontroll.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.67 Implementation artifact classes,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-238,Implementation artifact classes,UI-warning FÅR INTE räknas som enforcement när backend fortfarande tillåter actionen.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.67 Implementation artifact classes,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-239,Implementation artifact classes,Dokumentation FÅR INTE ersätta faktisk technical control.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.67 Implementation artifact classes,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-240,Definition of Ready,Implementation FÅR INTE starta för högriskcapability utan Definition of Ready.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.68 Definition of Ready,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-241,Definition of Ready,"Saknad canonical decision SKA skapa decision gap, inte gissad implementation.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.68 Definition of Ready,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
